"id";"part2b";"part2t";"part1";"scope";"type";"ref_name";"comment";"active";"created_at";"updated_at";"locale"
"aaa";"";"";"";"I";"L";"Ghotuo";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aab";"";"";"";"I";"L";"Alumu-Tesu";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aac";"";"";"";"I";"L";"Ari";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aad";"";"";"";"I";"L";"Amal";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aae";"";"";"";"I";"L";"Arbëreshë Albanian";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aaf";"";"";"";"I";"L";"Aranadan";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aag";"";"";"";"I";"L";"Ambrak";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aah";"";"";"";"I";"L";"Abu' Arapesh";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aai";"";"";"";"I";"L";"Arifama-Miniafia";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aak";"";"";"";"I";"L";"Ankave";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aal";"";"";"";"I";"L";"Afade";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aan";"";"";"";"I";"L";"Anambé";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aao";"";"";"";"I";"L";"Algerian Saharan Arabic";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aap";"";"";"";"I";"L";"Pará Arára";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aaq";"";"";"";"I";"E";"Eastern Abnaki";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aar";"aar";"aar";"aa";"I";"L";"Afar";"";1;"2015-08-25 16:37:30";"2015-08-26 09:58:47";""
"aas";"";"";"";"I";"L";"Aasáx";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aat";"";"";"";"I";"L";"Arvanitika Albanian";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aau";"";"";"";"I";"L";"Abau";"";0;"2015-08-25 16:37:30";"2015-08-25 16:37:30";""
"aaw";"";"";"";"I";"L";"Solong";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"aax";"";"";"";"I";"L";"Mandobo Atas";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"aaz";"";"";"";"I";"L";"Amarasi";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"aba";"";"";"";"I";"L";"Abé";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abb";"";"";"";"I";"L";"Bankon";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abc";"";"";"";"I";"L";"Ambala Ayta";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abd";"";"";"";"I";"L";"Manide";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abe";"";"";"";"I";"L";"Western Abnaki";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abf";"";"";"";"I";"L";"Abai Sungai";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abg";"";"";"";"I";"L";"Abaga";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abh";"";"";"";"I";"L";"Tajiki Arabic";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abi";"";"";"";"I";"L";"Abidji";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abj";"";"";"";"I";"E";"Aka-Bea";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abk";"abk";"abk";"ab";"I";"L";"Abkhazian";"";1;"2015-08-25 16:37:31";"2015-08-25 16:46:00";""
"abl";"";"";"";"I";"L";"Lampung Nyo";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abm";"";"";"";"I";"L";"Abanyom";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abn";"";"";"";"I";"L";"Abua";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abo";"";"";"";"I";"L";"Abon";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abp";"";"";"";"I";"L";"Abellen Ayta";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abq";"";"";"";"I";"L";"Abaza";"";0;"2015-08-25 16:37:31";"2015-08-25 16:37:31";""
"abr";"";"";"";"I";"L";"Abron";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abs";"";"";"";"I";"L";"Ambonese Malay";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abt";"";"";"";"I";"L";"Ambulas";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abu";"";"";"";"I";"L";"Abure";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abv";"";"";"";"I";"L";"Baharna Arabic";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abw";"";"";"";"I";"L";"Pal";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abx";"";"";"";"I";"L";"Inabaknon";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"aby";"";"";"";"I";"L";"Aneme Wake";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"abz";"";"";"";"I";"L";"Abui";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"aca";"";"";"";"I";"L";"Achagua";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acb";"";"";"";"I";"L";"Áncá";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acd";"";"";"";"I";"L";"Gikyode";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"ace";"ace";"ace";"";"I";"L";"Achinese";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acf";"";"";"";"I";"L";"Saint Lucian Creole French";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"ach";"ach";"ach";"";"I";"L";"Acoli";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"aci";"";"";"";"I";"E";"Aka-Cari";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"ack";"";"";"";"I";"E";"Aka-Kora";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acl";"";"";"";"I";"E";"Akar-Bale";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acm";"";"";"";"I";"L";"Mesopotamian Arabic";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acn";"";"";"";"I";"L";"Achang";"";0;"2015-08-25 16:37:32";"2015-08-25 16:37:32";""
"acp";"";"";"";"I";"L";"Eastern Acipa";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acq";"";"";"";"I";"L";"Ta'izzi-Adeni Arabic";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acr";"";"";"";"I";"L";"Achi";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acs";"";"";"";"I";"E";"Acroá";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"act";"";"";"";"I";"L";"Achterhoeks";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acu";"";"";"";"I";"L";"Achuar-Shiwiar";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acv";"";"";"";"I";"L";"Achumawi";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acw";"";"";"";"I";"L";"Hijazi Arabic";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acx";"";"";"";"I";"L";"Omani Arabic";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acy";"";"";"";"I";"L";"Cypriot Arabic";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"acz";"";"";"";"I";"L";"Acheron";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"ada";"ada";"ada";"";"I";"L";"Adangme";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"adb";"";"";"";"I";"L";"Adabe";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"add";"";"";"";"I";"L";"Dzodinka";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"ade";"";"";"";"I";"L";"Adele";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"adf";"";"";"";"I";"L";"Dhofari Arabic";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"adg";"";"";"";"I";"L";"Andegerebinha";"";0;"2015-08-25 16:37:33";"2015-08-25 16:37:33";""
"adh";"";"";"";"I";"L";"Adhola";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adi";"";"";"";"I";"L";"Adi";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adj";"";"";"";"I";"L";"Adioukrou";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adl";"";"";"";"I";"L";"Galo";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adn";"";"";"";"I";"L";"Adang";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"ado";"";"";"";"I";"L";"Abu";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adq";"";"";"";"I";"L";"Adangbe";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adr";"";"";"";"I";"L";"Adonara";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"ads";"";"";"";"I";"L";"Adamorobe Sign Language";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adt";"";"";"";"I";"L";"Adnyamathanha";"";0;"2015-08-25 16:37:34";"2015-08-25 16:37:34";""
"adu";"";"";"";"I";"L";"Aduge";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"adw";"";"";"";"I";"L";"Amundava";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"adx";"";"";"";"I";"L";"Amdo Tibetan";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"ady";"ady";"ady";"";"I";"L";"Adyghe";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"adz";"";"";"";"I";"L";"Adzera";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"aea";"";"";"";"I";"E";"Areba";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"aeb";"";"";"";"I";"L";"Tunisian Arabic";"";0;"2015-08-25 16:37:35";"2015-08-25 16:37:35";""
"aec";"";"";"";"I";"L";"Saidi Arabic";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aed";"";"";"";"I";"L";"Argentine Sign Language";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aee";"";"";"";"I";"L";"Northeast Pashai";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aek";"";"";"";"I";"L";"Haeke";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"ael";"";"";"";"I";"L";"Ambele";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aem";"";"";"";"I";"L";"Arem";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aen";"";"";"";"I";"L";"Armenian Sign Language";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aeq";"";"";"";"I";"L";"Aer";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aer";"";"";"";"I";"L";"Eastern Arrernte";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aes";"";"";"";"I";"E";"Alsea";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aeu";"";"";"";"I";"L";"Akeu";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aew";"";"";"";"I";"L";"Ambakich";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aey";"";"";"";"I";"L";"Amele";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"aez";"";"";"";"I";"L";"Aeka";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afb";"";"";"";"I";"L";"Gulf Arabic";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afd";"";"";"";"I";"L";"Andai";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afe";"";"";"";"I";"L";"Putukwam";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afg";"";"";"";"I";"L";"Afghan Sign Language";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afh";"afh";"afh";"";"I";"C";"Afrihili";"";0;"2015-08-25 16:37:36";"2015-08-25 16:37:36";""
"afi";"";"";"";"I";"L";"Akrukay";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afk";"";"";"";"I";"L";"Nanubae";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afn";"";"";"";"I";"L";"Defaka";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afo";"";"";"";"I";"L";"Eloyi";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afp";"";"";"";"I";"L";"Tapei";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afr";"afr";"afr";"af";"I";"L";"Afrikaans";"";1;"2015-08-25 16:37:37";"2015-08-26 09:25:36";"af_ZA"
"afs";"";"";"";"I";"L";"Afro-Seminole Creole";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"aft";"";"";"";"I";"L";"Afitti";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afu";"";"";"";"I";"L";"Awutu";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"afz";"";"";"";"I";"L";"Obokuitai";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"aga";"";"";"";"I";"E";"Aguano";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agb";"";"";"";"I";"L";"Legbo";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agc";"";"";"";"I";"L";"Agatu";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agd";"";"";"";"I";"L";"Agarabi";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"age";"";"";"";"I";"L";"Angal";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agf";"";"";"";"I";"L";"Arguni";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agg";"";"";"";"I";"L";"Angor";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agh";"";"";"";"I";"L";"Ngelima";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agi";"";"";"";"I";"L";"Agariya";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agj";"";"";"";"I";"L";"Argobba";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agk";"";"";"";"I";"L";"Isarog Agta";"";0;"2015-08-25 16:37:37";"2015-08-25 16:37:37";""
"agl";"";"";"";"I";"L";"Fembe";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agm";"";"";"";"I";"L";"Angaataha";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agn";"";"";"";"I";"L";"Agutaynen";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ago";"";"";"";"I";"L";"Tainae";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agq";"";"";"";"I";"L";"Aghem";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agr";"";"";"";"I";"L";"Aguaruna";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ags";"";"";"";"I";"L";"Esimbi";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agt";"";"";"";"I";"L";"Central Cagayan Agta";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agu";"";"";"";"I";"L";"Aguacateco";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agv";"";"";"";"I";"L";"Remontado Dumagat";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agw";"";"";"";"I";"L";"Kahua";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agx";"";"";"";"I";"L";"Aghul";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agy";"";"";"";"I";"L";"Southern Alta";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"agz";"";"";"";"I";"L";"Mt. Iriga Agta";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"aha";"";"";"";"I";"L";"Ahanta";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahb";"";"";"";"I";"L";"Axamb";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahg";"";"";"";"I";"L";"Qimant";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahh";"";"";"";"I";"L";"Aghu";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahi";"";"";"";"I";"L";"Tiagbamrin Aizi";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahk";"";"";"";"I";"L";"Akha";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahl";"";"";"";"I";"L";"Igo";"";0;"2015-08-25 16:37:38";"2015-08-25 16:37:38";""
"ahm";"";"";"";"I";"L";"Mobumrin Aizi";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ahn";"";"";"";"I";"L";"Àhàn";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aho";"";"";"";"I";"E";"Ahom";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ahp";"";"";"";"I";"L";"Aproumu Aizi";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ahr";"";"";"";"I";"L";"Ahirani";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ahs";"";"";"";"I";"L";"Ashe";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aht";"";"";"";"I";"L";"Ahtena";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aia";"";"";"";"I";"L";"Arosi";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aib";"";"";"";"I";"L";"Ainu (China)";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aic";"";"";"";"I";"L";"Ainbai";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aid";"";"";"";"I";"E";"Alngith";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aie";"";"";"";"I";"L";"Amara";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aif";"";"";"";"I";"L";"Agi";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aig";"";"";"";"I";"L";"Antigua and Barbuda Creole English";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aih";"";"";"";"I";"L";"Ai-Cham";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aii";"";"";"";"I";"L";"Assyrian Neo-Aramaic";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aij";"";"";"";"I";"L";"Lishanid Noshan";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aik";"";"";"";"I";"L";"Ake";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ail";"";"";"";"I";"L";"Aimele";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aim";"";"";"";"I";"L";"Aimol";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"ain";"ain";"ain";"";"I";"L";"Ainu (Japan)";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aio";"";"";"";"I";"L";"Aiton";"";0;"2015-08-25 16:37:39";"2015-08-25 16:37:39";""
"aip";"";"";"";"I";"L";"Burumakok";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aiq";"";"";"";"I";"L";"Aimaq";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"air";"";"";"";"I";"L";"Airoran";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ais";"";"";"";"I";"L";"Nataoran Amis";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ait";"";"";"";"I";"E";"Arikem";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aiw";"";"";"";"I";"L";"Aari";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aix";"";"";"";"I";"L";"Aighon";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aiy";"";"";"";"I";"L";"Ali";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aja";"";"";"";"I";"L";"Aja (Sudan)";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajg";"";"";"";"I";"L";"Aja (Benin)";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aji";"";"";"";"I";"L";"Ajië";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajn";"";"";"";"I";"L";"Andajin";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajp";"";"";"";"I";"L";"South Levantine Arabic";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajt";"";"";"";"I";"L";"Judeo-Tunisian Arabic";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"aju";"";"";"";"I";"L";"Judeo-Moroccan Arabic";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajw";"";"";"";"I";"E";"Ajawa";"";0;"2015-08-25 16:37:40";"2015-08-25 16:37:40";""
"ajz";"";"";"";"I";"L";"Amri Karbi";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"aka";"aka";"aka";"ak";"M";"L";"Akan";"";1;"2015-08-25 16:37:41";"2015-08-25 16:46:00";""
"akb";"";"";"";"I";"L";"Batak Angkola";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akc";"";"";"";"I";"L";"Mpur";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akd";"";"";"";"I";"L";"Ukpet-Ehom";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"ake";"";"";"";"I";"L";"Akawaio";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akf";"";"";"";"I";"L";"Akpa";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akg";"";"";"";"I";"L";"Anakalangu";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akh";"";"";"";"I";"L";"Angal Heneng";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"aki";"";"";"";"I";"L";"Aiome";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akj";"";"";"";"I";"E";"Aka-Jeru";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akk";"akk";"akk";"";"I";"A";"Akkadian";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akl";"";"";"";"I";"L";"Aklanon";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akm";"";"";"";"I";"E";"Aka-Bo";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"ako";"";"";"";"I";"L";"Akurio";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akp";"";"";"";"I";"L";"Siwu";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akq";"";"";"";"I";"L";"Ak";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akr";"";"";"";"I";"L";"Araki";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"aks";"";"";"";"I";"L";"Akaselem";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akt";"";"";"";"I";"L";"Akolet";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"aku";"";"";"";"I";"L";"Akum";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akv";"";"";"";"I";"L";"Akhvakh";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akw";"";"";"";"I";"L";"Akwa";"";0;"2015-08-25 16:37:41";"2015-08-25 16:37:41";""
"akx";"";"";"";"I";"E";"Aka-Kede";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"aky";"";"";"";"I";"E";"Aka-Kol";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"akz";"";"";"";"I";"L";"Alabama";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"ala";"";"";"";"I";"L";"Alago";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alc";"";"";"";"I";"L";"Qawasqar";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"ald";"";"";"";"I";"L";"Alladian";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"ale";"ale";"ale";"";"I";"L";"Aleut";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alf";"";"";"";"I";"L";"Alege";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alh";"";"";"";"I";"L";"Alawa";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"ali";"";"";"";"I";"L";"Amaimon";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alj";"";"";"";"I";"L";"Alangan";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alk";"";"";"";"I";"L";"Alak";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"all";"";"";"";"I";"L";"Allar";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alm";"";"";"";"I";"L";"Amblong";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"aln";"";"";"";"I";"L";"Gheg Albanian";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alo";"";"";"";"I";"L";"Larike-Wakasihu";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alp";"";"";"";"I";"L";"Alune";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alq";"";"";"";"I";"L";"Algonquin";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alr";"";"";"";"I";"L";"Alutor";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"als";"";"";"";"I";"L";"Tosk Albanian";"";0;"2015-08-25 16:37:42";"2015-08-25 16:37:42";""
"alt";"alt";"alt";"";"I";"L";"Southern Altai";"";0;"2015-08-25 16:37:43";"2015-08-25 16:37:43";""
"alu";"";"";"";"I";"L";"'Are'are";"";0;"2015-08-25 16:37:43";"2015-08-25 16:37:43";""
"alw";"";"";"";"I";"L";"Alaba-K’abeena";"";0;"2015-08-25 16:37:43";"2015-08-25 16:37:43";""
"alx";"";"";"";"I";"L";"Amol";"";0;"2015-08-25 16:37:43";"2015-08-25 16:37:43";""
"aly";"";"";"";"I";"L";"Alyawarr";"";0;"2015-08-25 16:37:43";"2015-08-25 16:37:43";""
