"id";"part2b";"part2t";"part1";"scope";"type";"ref_name";"comment";"active";"created_at";"updated_at";"locale"
"lut";"";"";"";"I";"L";"Lushootseed";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"luu";"";"";"";"I";"L";"Lumba-Yakkha";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"luv";"";"";"";"I";"L";"Luwati";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"luw";"";"";"";"I";"L";"Luo (Cameroon)";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"luy";"";"";"";"M";"L";"Luyia";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"luz";"";"";"";"I";"L";"Southern Luri";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lva";"";"";"";"I";"L";"Maku'a";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lvk";"";"";"";"I";"L";"Lavukaleve";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lvs";"";"";"";"I";"L";"Standard Latvian";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lvu";"";"";"";"I";"L";"Levuka";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lwa";"";"";"";"I";"L";"Lwalu";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lwe";"";"";"";"I";"L";"Lewo Eleng";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lwg";"";"";"";"I";"L";"Wanga";"";0;"2015-08-25 16:40:59";"2015-08-25 16:40:59";""
"lwh";"";"";"";"I";"L";"White Lachi";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lwl";"";"";"";"I";"L";"Eastern Lawa";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lwm";"";"";"";"I";"L";"Laomian";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lwo";"";"";"";"I";"L";"Luwo";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lwt";"";"";"";"I";"L";"Lewotobi";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lwu";"";"";"";"I";"L";"Lawu";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lww";"";"";"";"I";"L";"Lewo";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lya";"";"";"";"I";"L";"Layakha";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lyg";"";"";"";"I";"L";"Lyngngam";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lyn";"";"";"";"I";"L";"Luyana";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lzh";"";"";"";"I";"H";"Literary Chinese";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lzl";"";"";"";"I";"L";"Litzlitz";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lzn";"";"";"";"I";"L";"Leinong Naga";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"lzz";"";"";"";"I";"L";"Laz";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"maa";"";"";"";"I";"L";"San Jerónimo Tecóatl Mazatec";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mab";"";"";"";"I";"L";"Yutanduchi Mixtec";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mad";"mad";"mad";"";"I";"L";"Madurese";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mae";"";"";"";"I";"L";"Bo-Rukul";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"maf";"";"";"";"I";"L";"Mafa";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mag";"mag";"mag";"";"I";"L";"Magahi";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mah";"mah";"mah";"mh";"I";"L";"Marshallese";"";1;"2015-08-25 16:41:00";"2015-08-25 16:46:00";""
"mai";"mai";"mai";"";"I";"L";"Maithili";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"maj";"";"";"";"I";"L";"Jalapa De Díaz Mazatec";"";0;"2015-08-25 16:41:00";"2015-08-25 16:41:00";""
"mak";"mak";"mak";"";"I";"L";"Makasar";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mal";"mal";"mal";"ml";"I";"L";"Malayalam";"";1;"2015-08-25 16:41:01";"2015-08-26 10:34:24";""
"mam";"";"";"";"I";"L";"Mam";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"man";"man";"man";"";"M";"L";"Mandingo";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"maq";"";"";"";"I";"L";"Chiquihuitlán Mazatec";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mar";"mar";"mar";"mr";"I";"L";"Marathi";"";1;"2015-08-25 16:41:01";"2015-08-26 10:37:10";""
"mas";"mas";"mas";"";"I";"L";"Masai";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mat";"";"";"";"I";"L";"San Francisco Matlatzinca";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mau";"";"";"";"I";"L";"Huautla Mazatec";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mav";"";"";"";"I";"L";"Sateré-Mawé";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"maw";"";"";"";"I";"L";"Mampruli";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"max";"";"";"";"I";"L";"North Moluccan Malay";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"maz";"";"";"";"I";"L";"Central Mazahua";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mba";"";"";"";"I";"L";"Higaonon";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbb";"";"";"";"I";"L";"Western Bukidnon Manobo";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbc";"";"";"";"I";"L";"Macushi";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbd";"";"";"";"I";"L";"Dibabawon Manobo";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbe";"";"";"";"I";"E";"Molale";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbf";"";"";"";"I";"L";"Baba Malay";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbh";"";"";"";"I";"L";"Mangseng";"";0;"2015-08-25 16:41:01";"2015-08-25 16:41:01";""
"mbi";"";"";"";"I";"L";"Ilianen Manobo";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbj";"";"";"";"I";"L";"Nadëb";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbk";"";"";"";"I";"L";"Malol";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbl";"";"";"";"I";"L";"Maxakalí";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbm";"";"";"";"I";"L";"Ombamba";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbn";"";"";"";"I";"L";"Macaguán";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbo";"";"";"";"I";"L";"Mbo (Cameroon)";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbp";"";"";"";"I";"L";"Malayo";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbq";"";"";"";"I";"L";"Maisin";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbr";"";"";"";"I";"L";"Nukak Makú";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbs";"";"";"";"I";"L";"Sarangani Manobo";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbt";"";"";"";"I";"L";"Matigsalug Manobo";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbu";"";"";"";"I";"L";"Mbula-Bwazza";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbv";"";"";"";"I";"L";"Mbulungish";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbw";"";"";"";"I";"L";"Maring";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbx";"";"";"";"I";"L";"Mari (East Sepik Province)";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mby";"";"";"";"I";"L";"Memoni";"";0;"2015-08-25 16:41:02";"2015-08-25 16:41:02";""
"mbz";"";"";"";"I";"L";"Amoltepec Mixtec";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mca";"";"";"";"I";"L";"Maca";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcb";"";"";"";"I";"L";"Machiguenga";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcc";"";"";"";"I";"L";"Bitur";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcd";"";"";"";"I";"L";"Sharanahua";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mce";"";"";"";"I";"L";"Itundujia Mixtec";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcf";"";"";"";"I";"L";"Matsés";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcg";"";"";"";"I";"L";"Mapoyo";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mch";"";"";"";"I";"L";"Maquiritari";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mci";"";"";"";"I";"L";"Mese";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcj";"";"";"";"I";"L";"Mvanip";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mck";"";"";"";"I";"L";"Mbunda";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcl";"";"";"";"I";"E";"Macaguaje";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcm";"";"";"";"I";"L";"Malaccan Creole Portuguese";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mcn";"";"";"";"I";"L";"Masana";"";0;"2015-08-25 16:41:03";"2015-08-25 16:41:03";""
"mco";"";"";"";"I";"L";"Coatlán Mixe";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcp";"";"";"";"I";"L";"Makaa";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcq";"";"";"";"I";"L";"Ese";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcr";"";"";"";"I";"L";"Menya";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcs";"";"";"";"I";"L";"Mambai";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mct";"";"";"";"I";"L";"Mengisa";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcu";"";"";"";"I";"L";"Cameroon Mambila";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcv";"";"";"";"I";"L";"Minanibai";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcw";"";"";"";"I";"L";"Mawa (Chad)";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcx";"";"";"";"I";"L";"Mpiemo";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcy";"";"";"";"I";"L";"South Watut";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mcz";"";"";"";"I";"L";"Mawan";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mda";"";"";"";"I";"L";"Mada (Nigeria)";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdb";"";"";"";"I";"L";"Morigi";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdc";"";"";"";"I";"L";"Male (Papua New Guinea)";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdd";"";"";"";"I";"L";"Mbum";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mde";"";"";"";"I";"L";"Maba (Chad)";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdf";"mdf";"mdf";"";"I";"L";"Moksha";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdg";"";"";"";"I";"L";"Massalat";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdh";"";"";"";"I";"L";"Maguindanaon";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdi";"";"";"";"I";"L";"Mamvu";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdj";"";"";"";"I";"L";"Mangbetu";"";0;"2015-08-25 16:41:04";"2015-08-25 16:41:04";""
"mdk";"";"";"";"I";"L";"Mangbutu";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdl";"";"";"";"I";"L";"Maltese Sign Language";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdm";"";"";"";"I";"L";"Mayogo";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdn";"";"";"";"I";"L";"Mbati";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdp";"";"";"";"I";"L";"Mbala";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdq";"";"";"";"I";"L";"Mbole";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdr";"mdr";"mdr";"";"I";"L";"Mandar";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mds";"";"";"";"I";"L";"Maria (Papua New Guinea)";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdt";"";"";"";"I";"L";"Mbere";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdu";"";"";"";"I";"L";"Mboko";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdv";"";"";"";"I";"L";"Santa Lucía Monteverde Mixtec";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdw";"";"";"";"I";"L";"Mbosi";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdx";"";"";"";"I";"L";"Dizin";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdy";"";"";"";"I";"L";"Male (Ethiopia)";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mdz";"";"";"";"I";"L";"Suruí Do Pará";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mea";"";"";"";"I";"L";"Menka";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"meb";"";"";"";"I";"L";"Ikobi";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mec";"";"";"";"I";"L";"Mara";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"med";"";"";"";"I";"L";"Melpa";"";0;"2015-08-25 16:41:05";"2015-08-25 16:41:05";""
"mee";"";"";"";"I";"L";"Mengen";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mef";"";"";"";"I";"L";"Megam";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"meh";"";"";"";"I";"L";"Southwestern Tlaxiaco Mixtec";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mei";"";"";"";"I";"L";"Midob";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mej";"";"";"";"I";"L";"Meyah";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mek";"";"";"";"I";"L";"Mekeo";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mel";"";"";"";"I";"L";"Central Melanau";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mem";"";"";"";"I";"E";"Mangala";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"men";"men";"men";"";"I";"L";"Mende (Sierra Leone)";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"meo";"";"";"";"I";"L";"Kedah Malay";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mep";"";"";"";"I";"L";"Miriwung";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"meq";"";"";"";"I";"L";"Merey";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mer";"";"";"";"I";"L";"Meru";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mes";"";"";"";"I";"L";"Masmaje";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"met";"";"";"";"I";"L";"Mato";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"meu";"";"";"";"I";"L";"Motu";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mev";"";"";"";"I";"L";"Mano";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mew";"";"";"";"I";"L";"Maaka";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mey";"";"";"";"I";"L";"Hassaniyya";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mez";"";"";"";"I";"L";"Menominee";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mfa";"";"";"";"I";"L";"Pattani Malay";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mfb";"";"";"";"I";"L";"Bangka";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mfc";"";"";"";"I";"L";"Mba";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mfd";"";"";"";"I";"L";"Mendankwe-Nkwen";"";0;"2015-08-25 16:41:06";"2015-08-25 16:41:06";""
"mfe";"";"";"";"I";"L";"Morisyen";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mff";"";"";"";"I";"L";"Naki";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfg";"";"";"";"I";"L";"Mogofin";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfh";"";"";"";"I";"L";"Matal";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfi";"";"";"";"I";"L";"Wandala";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfj";"";"";"";"I";"L";"Mefele";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfk";"";"";"";"I";"L";"North Mofu";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfl";"";"";"";"I";"L";"Putai";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfm";"";"";"";"I";"L";"Marghi South";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfn";"";"";"";"I";"L";"Cross River Mbembe";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfo";"";"";"";"I";"L";"Mbe";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfp";"";"";"";"I";"L";"Makassar Malay";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfq";"";"";"";"I";"L";"Moba";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfr";"";"";"";"I";"L";"Marithiel";"";0;"2015-08-25 16:41:07";"2015-08-25 16:41:07";""
"mfs";"";"";"";"I";"L";"Mexican Sign Language";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mft";"";"";"";"I";"L";"Mokerang";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfu";"";"";"";"I";"L";"Mbwela";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfv";"";"";"";"I";"L";"Mandjak";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfw";"";"";"";"I";"E";"Mulaha";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfx";"";"";"";"I";"L";"Melo";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfy";"";"";"";"I";"L";"Mayo";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mfz";"";"";"";"I";"L";"Mabaan";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mga";"mga";"mga";"";"I";"H";"Middle Irish (900-1200)";"";0;"2015-08-25 16:41:08";"2015-08-25 16:41:08";""
"mgb";"";"";"";"I";"L";"Mararit";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgc";"";"";"";"I";"L";"Morokodo";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgd";"";"";"";"I";"L";"Moru";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mge";"";"";"";"I";"L";"Mango";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgf";"";"";"";"I";"L";"Maklew";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgg";"";"";"";"I";"L";"Mpumpong";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgh";"";"";"";"I";"L";"Makhuwa-Meetto";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgi";"";"";"";"I";"L";"Lijili";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgj";"";"";"";"I";"L";"Abureni";"";0;"2015-08-25 16:41:09";"2015-08-25 16:41:09";""
"mgk";"";"";"";"I";"L";"Mawes";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgl";"";"";"";"I";"L";"Maleu-Kilenge";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgm";"";"";"";"I";"L";"Mambae";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgn";"";"";"";"I";"L";"Mbangi";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgo";"";"";"";"I";"L";"Meta'";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgp";"";"";"";"I";"L";"Eastern Magar";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgq";"";"";"";"I";"L";"Malila";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgr";"";"";"";"I";"L";"Mambwe-Lungu";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgs";"";"";"";"I";"L";"Manda (Tanzania)";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgt";"";"";"";"I";"L";"Mongol";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgu";"";"";"";"I";"L";"Mailu";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgv";"";"";"";"I";"L";"Matengo";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgw";"";"";"";"I";"L";"Matumbi";"";0;"2015-08-25 16:41:10";"2015-08-25 16:41:10";""
"mgy";"";"";"";"I";"L";"Mbunga";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mgz";"";"";"";"I";"L";"Mbugwe";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mha";"";"";"";"I";"L";"Manda (India)";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhb";"";"";"";"I";"L";"Mahongwe";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhc";"";"";"";"I";"L";"Mocho";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhd";"";"";"";"I";"L";"Mbugu";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhe";"";"";"";"I";"L";"Besisi";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhf";"";"";"";"I";"L";"Mamaa";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhg";"";"";"";"I";"L";"Margu";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhi";"";"";"";"I";"L";"Ma'di";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhj";"";"";"";"I";"L";"Mogholi";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhk";"";"";"";"I";"L";"Mungaka";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhl";"";"";"";"I";"L";"Mauwake";"";0;"2015-08-25 16:41:11";"2015-08-25 16:41:11";""
"mhm";"";"";"";"I";"L";"Makhuwa-Moniga";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhn";"";"";"";"I";"L";"Mócheno";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mho";"";"";"";"I";"L";"Mashi (Zambia)";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhp";"";"";"";"I";"L";"Balinese Malay";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhq";"";"";"";"I";"L";"Mandan";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhr";"";"";"";"I";"L";"Eastern Mari";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhs";"";"";"";"I";"L";"Buru (Indonesia)";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mht";"";"";"";"I";"L";"Mandahuaca";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhu";"";"";"";"I";"L";"Digaro-Mishmi";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhw";"";"";"";"I";"L";"Mbukushu";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhx";"";"";"";"I";"L";"Maru";"";0;"2015-08-25 16:41:12";"2015-08-25 16:41:12";""
"mhy";"";"";"";"I";"L";"Ma'anyan";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mhz";"";"";"";"I";"L";"Mor (Mor Islands)";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mia";"";"";"";"I";"L";"Miami";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mib";"";"";"";"I";"L";"Atatláhuca Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mic";"mic";"mic";"";"I";"L";"Mi'kmaq";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mid";"";"";"";"I";"L";"Mandaic";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mie";"";"";"";"I";"L";"Ocotepec Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mif";"";"";"";"I";"L";"Mofu-Gudur";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mig";"";"";"";"I";"L";"San Miguel El Grande Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mih";"";"";"";"I";"L";"Chayuco Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mii";"";"";"";"I";"L";"Chigmecatitlán Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mij";"";"";"";"I";"L";"Abar";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mik";"";"";"";"I";"L";"Mikasuki";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
"mil";"";"";"";"I";"L";"Peñoles Mixtec";"";0;"2015-08-25 16:41:13";"2015-08-25 16:41:13";""
